"APPLICATION_ID","DEALER_ID","APP_DATE","REQUESTED_AMOUNT","REQUESTED_TERM","CREDIT_TIER","DECISION"
"APP-85463101A7DC","D1005","2026-06-03",42500,48,"Prime","Booked"
"APP-6436E9DC8B20","D1005","2026-06-03",55600,60,"Subprime","Approved"
"APP-C52EAF8F4FBB","D1005","2026-06-03",43300,72,"Near_Prime","Booked"
"APP-23B6C1F2DF42","D1005","2026-06-04",65300,84,"Prime","Booked"
"APP-2017D2B952B5","D1005","2026-06-04",37800,72,"Prime","Booked"
"APP-C6CF3D471311","D1005","2026-06-04",48600,72,"Subprime","Booked"
"APP-86579880CEC7","D1005","2026-06-04",54500,72,"Prime","Declined"
"APP-5429715DE07C","D1005","2026-06-04",43900,48,"Near_Prime","Approved"
"APP-9A8098B92360","D1005","2026-06-04",60300,84,"Near_Prime","Booked"
"APP-6B1900D41A01","D1005","2026-06-04",53500,48,"Prime","Booked"
"APP-B7AB72CF98E1","D1005","2026-06-04",54500,72,"Prime","Booked"
"APP-7DA0871439C4","D1005","2026-06-05",46000,60,"Near_Prime","Booked"
"APP-288755F668A0","D1005","2026-06-05",45200,84,"Prime","Declined"
"APP-B4FA1B0A3C70","D1005","2026-06-05",60100,60,"Prime","Declined"
"APP-AEF83C783C00","D1005","2026-06-05",38800,60,"Prime","Approved"
"APP-1BDC316520E5","D1005","2026-06-05",41800,84,"Near_Prime","Booked"
"APP-E2550474A7DF","D1005","2026-06-05",48900,72,"Subprime","Approved"
"APP-A02975A69565","D1005","2026-06-05",63200,72,"Prime","Approved"
"APP-71516E10F325","D1005","2026-06-05",28800,60,"Subprime","Declined"
"APP-795EE9F4C670","D1005","2026-06-05",42500,84,"Near_Prime","Booked"
"APP-F370FFC6BA57","D1005","2026-06-05",57600,60,"Prime","Approved"
"APP-A15AE7B464AF","D1005","2026-06-06",44200,72,"Prime","Booked"
"APP-3439900F4FDE","D1005","2026-06-06",51100,72,"Prime","Booked"
"APP-4A1DECC3E3C3","D1005","2026-06-06",47400,60,"Subprime","Booked"
"APP-B59E3AA684BE","D1005","2026-06-06",49000,72,"Near_Prime","Approved"
"APP-F846A1A22904","D1005","2026-06-06",42600,72,"Prime","Approved"
"APP-2D618AE1EB25","D1005","2026-06-07",54500,60,"Prime","Approved"
"APP-2304B9916F6B","D1005","2026-06-07",33500,72,"Subprime","Approved"
"APP-7B5D43F6E8FA","D1005","2026-06-07",37100,72,"Prime","Approved"
"APP-AD486363A6A2","D1005","2026-06-07",48400,72,"Prime","Booked"
"APP-0D022A8009DD","D1005","2026-06-08",47100,72,"Prime","Booked"
"APP-E62A2B97738A","D1005","2026-06-08",51400,60,"Prime","Booked"
"APP-23CAF2666A56","D1005","2026-06-08",49600,48,"Prime","Declined"
"APP-539D23FBADBE","D1005","2026-06-08",45000,84,"Prime","Approved"
"APP-6971A9ECC1A4","D1005","2026-06-08",41100,72,"Prime","Declined"
"APP-21CD9DBE47C9","D1005","2026-06-08",43600,72,"Near_Prime","Booked"
"APP-F0D8C06BDA03","D1005","2026-06-08",56700,72,"Prime","Declined"
"APP-FDE47E18F29B","D1005","2026-06-08",44700,48,"Prime","Booked"
"APP-C046F03C6D2B","D1005","2026-06-09",52900,72,"Near_Prime","Declined"
"APP-FAC039793861","D1005","2026-06-09",28800,84,"Near_Prime","Booked"
"APP-15CEBFB91A4D","D1005","2026-06-09",45800,72,"Prime","Booked"
"APP-929CF2272F0C","D1005","2026-06-09",43300,60,"Subprime","Booked"
"APP-ED785BD6D577","D1005","2026-06-09",46500,72,"Prime","Declined"
"APP-5CB30DD20D6B","D1005","2026-06-09",55400,84,"Prime","Approved"
"APP-CCD27DC02E72","D1005","2026-06-09",55800,72,"Near_Prime","Booked"
"APP-23B663BFE00A","D1005","2026-06-09",43800,72,"Subprime","Booked"
"APP-2685528AA41E","D1005","2026-06-09",51600,48,"Prime","Declined"
"APP-FC14163F29E6","D1005","2026-06-09",59300,72,"Prime","Approved"
"APP-BC3BCC7970EA","D1005","2026-06-09",34600,48,"Subprime","Booked"
"APP-2952B5DC573E","D1005","2026-06-10",53100,60,"Prime","Approved"
"APP-A838E47515FC","D1005","2026-06-10",51900,60,"Near_Prime","Booked"
"APP-1D9E30D54FE9","D1005","2026-06-10",54200,48,"Prime","Approved"
"APP-391651DC3676","D1005","2026-06-10",60300,60,"Prime","Declined"
"APP-72112539023F","D1005","2026-06-10",55600,60,"Near_Prime","Approved"
"APP-35D6484AC309","D1005","2026-06-10",63500,48,"Prime","Declined"
"APP-C679D02D014E","D1005","2026-06-10",45800,72,"Near_Prime","Booked"
"APP-CC6934B9BE1C","D1005","2026-06-10",52400,72,"Prime","Booked"
"APP-DB8F5FC5F86C","D1005","2026-06-10",53800,84,"Subprime","Approved"
"APP-1382E1882B6F","D1005","2026-06-10",53000,60,"Prime","Booked"
"APP-F706E9063F48","D1005","2026-06-11",58800,60,"Prime","Approved"
"APP-84662B5186D3","D1005","2026-06-11",52100,84,"Prime","Booked"
"APP-F5EF46D553FA","D1005","2026-06-11",57300,84,"Prime","Booked"
"APP-4FB84C46C477","D1005","2026-06-11",51300,48,"Prime","Booked"
"APP-C77F98DA5D88","D1005","2026-06-11",35400,72,"Prime","Declined"
"APP-F0339CCA8BE0","D1005","2026-06-11",61700,84,"Prime","Booked"
"APP-C3E8B63BA6D3","D1005","2026-06-11",47900,72,"Subprime","Booked"
"APP-D6872532FA1D","D1005","2026-06-11",56800,84,"Prime","Booked"
"APP-09B3CD789FA8","D1005","2026-06-11",60100,60,"Near_Prime","Booked"
"APP-FD1528CE2F87","D1005","2026-06-11",42800,72,"Subprime","Booked"
"APP-6E4305294341","D1005","2026-06-11",34100,60,"Prime","Declined"
"APP-4B81E36B0787","D1005","2026-06-12",47700,72,"Subprime","Booked"
"APP-BEED7557D785","D1005","2026-06-12",39900,72,"Prime","Declined"
"APP-D127A2AF29B6","D1005","2026-06-12",58700,72,"Prime","Declined"
"APP-3F4C23A77F83","D1005","2026-06-12",40700,84,"Subprime","Booked"
"APP-2738DF0B5F18","D1005","2026-06-12",42500,60,"Subprime","Approved"
"APP-F152BCF697AA","D1005","2026-06-12",47100,84,"Prime","Declined"
"APP-5EED2B652E4C","D1005","2026-06-12",46500,60,"Subprime","Approved"
"APP-8BB27E513048","D1005","2026-06-12",56000,72,"Near_Prime","Declined"
"APP-09AA39AD927A","D1005","2026-06-13",35400,84,"Prime","Approved"
"APP-9E8650FF2FBD","D1005","2026-06-13",48300,60,"Near_Prime","Booked"
"APP-1C7BAB84F3B0","D1005","2026-06-13",55300,84,"Near_Prime","Booked"
"APP-53BBDC378231","D1005","2026-06-13",38800,72,"Prime","Approved"
"APP-46A21C9A2E4F","D1005","2026-06-13",49100,72,"Near_Prime","Booked"
"APP-3C2640AB01AC","D1005","2026-06-13",35000,72,"Subprime","Approved"
"APP-DAACA51FE2EA","D1005","2026-06-14",49000,60,"Prime","Booked"
"APP-4C4E9A070F40","D1005","2026-06-14",49800,84,"Prime","Booked"
"APP-5CA0C013F176","D1005","2026-06-14",49300,72,"Near_Prime","Booked"
"APP-0288C818B857","D1005","2026-06-14",47800,72,"Prime","Booked"
"APP-7E194A6C579C","D1005","2026-06-14",72600,72,"Prime","Booked"
"APP-6CD3179DBE90","D1005","2026-06-15",51400,72,"Prime","Declined"
"APP-81B015A34EB8","D1005","2026-06-15",52400,84,"Prime","Booked"
"APP-1DF129A4332C","D1005","2026-06-15",40400,72,"Subprime","Booked"
"APP-F7D2D83F84D9","D1005","2026-06-15",47800,60,"Near_Prime","Declined"
"APP-EB53CF2E2E9B","D1005","2026-06-15",45600,72,"Prime","Booked"
"APP-0EA759AF57AF","D1005","2026-06-15",38500,84,"Subprime","Booked"
"APP-6B636916C774","D1005","2026-06-15",47300,72,"Prime","Booked"
"APP-CD0748B8E40C","D1005","2026-06-15",53600,84,"Prime","Declined"
"APP-3D0C9276290D","D1005","2026-06-15",45000,72,"Prime","Booked"
"APP-0EBA3EC80575","D1005","2026-06-15",43600,60,"Near_Prime","Booked"
"APP-DF19CDEBCDD4","D1005","2026-06-16",49700,72,"Prime","Approved"
"APP-7F12DA5EC999","D1005","2026-06-16",50300,48,"Prime","Booked"
"APP-E75FF3B225B2","D1005","2026-06-16",42400,60,"Subprime","Booked"
"APP-4AA38EEE37B7","D1005","2026-06-16",40300,48,"Prime","Approved"
"APP-4DF1E31C3DA3","D1005","2026-06-16",53000,72,"Prime","Booked"
"APP-23656B8541B5","D1005","2026-06-16",43200,72,"Prime","Declined"
"APP-14BBBFBC76A5","D1005","2026-06-16",49800,72,"Prime","Booked"
"APP-17F79E867B76","D1005","2026-06-16",47500,84,"Prime","Booked"
"APP-001918881D6C","D1005","2026-06-17",34800,72,"Subprime","Booked"
"APP-67ACC3CF5EDE","D1005","2026-06-17",57500,72,"Prime","Booked"
"APP-FD14C6DD9260","D1005","2026-06-17",40500,72,"Prime","Approved"
"APP-C1ED890A36A9","D1005","2026-06-17",51700,72,"Prime","Booked"
"APP-F8DAC62ED388","D1005","2026-06-17",54600,60,"Near_Prime","Booked"
"APP-E5936EE30A8F","D1005","2026-06-17",53000,60,"Prime","Approved"
"APP-7B9DB58E2D5B","D1005","2026-06-17",36400,48,"Subprime","Booked"
"APP-A102FE0C9E58","D1005","2026-06-17",42600,72,"Prime","Booked"
"APP-DE7EDBD31E13","D1005","2026-06-17",29700,72,"Prime","Approved"
"APP-D3475080C194","D1005","2026-06-17",57900,84,"Prime","Booked"
"APP-D4C8BD2E1E70","D1005","2026-06-18",54600,72,"Prime","Booked"
"APP-E9DFD5050466","D1005","2026-06-18",51200,84,"Prime","Booked"
"APP-62E3D99A217E","D1005","2026-06-18",55100,72,"Near_Prime","Booked"
"APP-BE7CAB567AFD","D1005","2026-06-18",48700,84,"Prime","Booked"
"APP-C42D7E9C53EF","D1005","2026-06-18",55300,72,"Prime","Booked"
"APP-82890796F444","D1005","2026-06-18",36500,60,"Subprime","Booked"
"APP-83C1672021B2","D1005","2026-06-18",55100,84,"Prime","Booked"
"APP-99C2E5433344","D1005","2026-06-18",44500,72,"Prime","Approved"
"APP-6BC314E2B67A","D1005","2026-06-18",50300,60,"Prime","Declined"
"APP-6511856B79AE","D1005","2026-06-19",44700,84,"Near_Prime","Booked"
"APP-3A618A470986","D1005","2026-06-19",47900,72,"Prime","Booked"
"APP-EF905B748C7C","D1005","2026-06-19",36600,84,"Subprime","Booked"
"APP-523B4D20094F","D1005","2026-06-19",43000,84,"Near_Prime","Booked"
"APP-84D71044D761","D1005","2026-06-19",46500,48,"Prime","Approved"
"APP-82971A0C4640","D1005","2026-06-19",39800,72,"Prime","Booked"
"APP-5CB1FF72875F","D1005","2026-06-19",53900,60,"Near_Prime","Declined"
"APP-FB56C1DEF290","D1005","2026-06-19",43900,72,"Prime","Booked"
"APP-EA90349A0388","D1005","2026-06-19",49300,60,"Prime","Booked"
"APP-497D468BF836","D1005","2026-06-20",54800,48,"Prime","Declined"
"APP-DCA27673CFEF","D1005","2026-06-20",54700,72,"Prime","Declined"
"APP-B82F73D3D6C2","D1005","2026-06-20",39000,72,"Subprime","Booked"
"APP-4B9B69F8B975","D1005","2026-06-20",62600,48,"Prime","Declined"
"APP-70817C30A722","D1005","2026-06-20",47600,72,"Prime","Declined"
"APP-985ABD62D30B","D1005","2026-06-20",49700,48,"Prime","Approved"
"APP-3B6580E1E95D","D1005","2026-06-21",45600,84,"Near_Prime","Booked"
"APP-878025A89EDC","D1005","2026-06-21",50000,48,"Prime","Approved"
"APP-9B58CC9A1C3C","D1005","2026-06-21",57200,72,"Prime","Declined"
"APP-AD8D92B906E3","D1005","2026-06-21",32400,84,"Prime","Booked"
"APP-94F452E61FBF","D1005","2026-06-22",43100,72,"Prime","Booked"
"APP-832495573B11","D1005","2026-06-22",56800,60,"Prime","Approved"
"APP-991276AE2EB3","D1005","2026-06-22",40000,48,"Prime","Booked"
"APP-CA38AFCAAA65","D1005","2026-06-22",62100,60,"Prime","Booked"
"APP-CAB8797D0EB7","D1005","2026-06-22",40900,84,"Prime","Declined"
"APP-CFCA3E44DC9C","D1005","2026-06-22",47600,72,"Prime","Declined"
"APP-1F3B01C5D685","D1005","2026-06-22",49900,72,"Near_Prime","Declined"
"APP-BDB25F375BDC","D1005","2026-06-22",53000,48,"Prime","Booked"
"APP-D28AEFAA97DC","D1005","2026-06-23",45200,72,"Prime","Booked"
"APP-A68C189B3E69","D1005","2026-06-23",45100,72,"Prime","Declined"
"APP-88AE949C101A","D1005","2026-06-23",40500,60,"Subprime","Approved"
"APP-D1749C5FF1CB","D1005","2026-06-23",60200,84,"Prime","Approved"
"APP-7CB1163921DA","D1005","2026-06-23",42100,72,"Prime","Declined"
"APP-E0B57A17F1D7","D1005","2026-06-23",46000,60,"Near_Prime","Declined"
"APP-02FAEF6E1D15","D1005","2026-06-23",31700,72,"Subprime","Approved"
"APP-DFCCDD0D5EF1","D1005","2026-06-23",42200,60,"Subprime","Booked"
"APP-A816F1182351","D1005","2026-06-23",42800,84,"Prime","Booked"
"APP-ABD141CCDE91","D1005","2026-06-23",43000,84,"Prime","Booked"
"APP-7AC408544B75","D1005","2026-06-23",54800,84,"Near_Prime","Booked"
"APP-1984E52F43D6","D1005","2026-06-23",49800,84,"Prime","Booked"
"APP-085A89CFAB8F","D1005","2026-06-24",55500,72,"Prime","Approved"
"APP-778F45ABA0EB","D1005","2026-06-24",55900,72,"Near_Prime","Declined"
"APP-7FFDCD486DD2","D1005","2026-06-24",33200,72,"Prime","Declined"
"APP-4A3060AC721D","D1005","2026-06-24",37800,60,"Near_Prime","Booked"
"APP-3287B5ABADE9","D1005","2026-06-24",41900,72,"Prime","Declined"
"APP-B9A18223C55A","D1005","2026-06-24",48800,60,"Prime","Booked"
"APP-89D01F17A833","D1005","2026-06-24",49100,84,"Prime","Approved"
"APP-C1FCCB8A7620","D1005","2026-06-24",47300,84,"Prime","Booked"
"APP-82FC0CF209A4","D1005","2026-06-24",48400,72,"Prime","Booked"
"APP-D9A8C3F3E69B","D1005","2026-06-24",35400,72,"Subprime","Approved"
"APP-57E7385D2D89","D1005","2026-06-25",44700,72,"Near_Prime","Declined"
"APP-63221F588890","D1005","2026-06-25",52200,60,"Near_Prime","Booked"
"APP-D9F9F34DB401","D1005","2026-06-25",48000,72,"Prime","Booked"
"APP-38B1F7B67D18","D1005","2026-06-25",37200,60,"Near_Prime","Declined"
"APP-E367444CC78A","D1005","2026-06-25",35700,60,"Prime","Approved"
"APP-0321E47B681B","D1005","2026-06-25",57200,72,"Prime","Booked"
"APP-C03FC8239327","D1005","2026-06-25",50200,48,"Near_Prime","Declined"
"APP-9BEE70D6AB21","D1005","2026-06-25",37000,84,"Subprime","Approved"
"APP-A8E14799FD91","D1005","2026-06-25",47800,72,"Prime","Booked"
"APP-2BA672C858E9","D1005","2026-06-25",50000,60,"Prime","Approved"
"APP-5BAB753DABC2","D1005","2026-06-25",51900,72,"Subprime","Booked"
"APP-C0B285E60E04","D1005","2026-06-25",35400,60,"Prime","Approved"
"APP-F1793B9C92E1","D1005","2026-06-25",56400,48,"Prime","Booked"
"APP-159E212EFF39","D4471","2026-03-28",38800,72,"Prime","Declined"
"APP-A503AFAAD5C4","D4471","2026-03-28",46800,72,"Prime","Approved"
"APP-86BEA993A479","D4471","2026-03-28",38300,72,"Near_Prime","Booked"
"APP-DD521D721A54","D4471","2026-03-28",47000,84,"Prime","Declined"
"APP-7B2371B5B6C9","D4471","2026-03-28",52600,48,"Prime","Declined"
"APP-8ACA0EC5A174","D4471","2026-03-28",46700,72,"Prime","Booked"
"APP-C90DF7B21372","D4471","2026-03-28",39200,72,"Subprime","Declined"
"APP-4372305CE31F","D4471","2026-03-29",41600,60,"Prime","Declined"
"APP-E2604AB632BD","D4471","2026-03-29",40800,72,"Near_Prime","Booked"
"APP-5D61FD0C8DB2","D4471","2026-03-29",51900,84,"Prime","Declined"
"APP-B1971A249FB7","D4471","2026-03-29",39300,72,"Subprime","Booked"
"APP-18B731F1A121","D4471","2026-03-30",49000,84,"Near_Prime","Booked"
"APP-594A55DE2595","D4471","2026-03-30",46200,84,"Prime","Approved"
"APP-51BCE892A57B","D4471","2026-03-30",33400,72,"Prime","Booked"
"APP-20CB39FA2283","D4471","2026-03-30",39300,60,"Prime","Declined"
"APP-DD8CAD5F04D1","D4471","2026-03-30",41600,60,"Near_Prime","Approved"
"APP-628D38010FE1","D4471","2026-03-30",40000,72,"Prime","Booked"
"APP-851AD10DFA6F","D4471","2026-03-30",47800,48,"Near_Prime","Booked"
"APP-36FA1812A1A6","D4471","2026-03-30",57600,84,"Prime","Approved"
"APP-7F124779457B","D4471","2026-03-30",57800,48,"Prime","Declined"
"APP-52851A52EAA2","D4471","2026-03-31",40400,72,"Near_Prime","Approved"
"APP-A5DDA594A4BF","D4471","2026-03-31",41900,84,"Prime","Approved"
"APP-0F144D207537","D4471","2026-03-31",40100,72,"Prime","Booked"
"APP-C41D9EB36712","D4471","2026-03-31",42000,72,"Prime","Booked"
"APP-7AC29D774A58","D4471","2026-03-31",50300,72,"Prime","Declined"
"APP-C26155D50138","D4471","2026-03-31",45700,48,"Prime","Booked"
"APP-3637D8E448BA","D4471","2026-03-31",40000,60,"Subprime","Approved"
"APP-E9C60B1817DA","D4471","2026-03-31",61100,60,"Prime","Booked"
"APP-A3598244276F","D4471","2026-04-01",29200,84,"Near_Prime","Approved"
"APP-FCC893851F83","D4471","2026-04-01",38200,60,"Near_Prime","Declined"
"APP-549941732F46","D4471","2026-04-01",50400,60,"Near_Prime","Approved"
"APP-660CA3409B74","D4471","2026-04-01",41900,84,"Subprime","Booked"
"APP-1AEFAF8D5FE8","D4471","2026-04-01",43900,84,"Prime","Approved"
"APP-6BAC5A8D5386","D4471","2026-04-01",44100,72,"Prime","Booked"
"APP-05A2D54ED63A","D4471","2026-04-01",42700,84,"Prime","Approved"
"APP-A34C809B061F","D4471","2026-04-01",50900,84,"Near_Prime","Declined"
"APP-2AFDFD12C63F","D4471","2026-04-01",37600,72,"Prime","Booked"
"APP-5C8A9228FA18","D4471","2026-04-01",35100,84,"Near_Prime","Booked"
"APP-A27267046582","D4471","2026-04-01",36900,60,"Prime","Approved"
"APP-C96D05157C1A","D4471","2026-04-02",37400,84,"Subprime","Declined"
"APP-8D48A47A473C","D4471","2026-04-02",43700,72,"Subprime","Booked"
"APP-11DB4B970CB1","D4471","2026-04-02",41100,84,"Subprime","Booked"
"APP-B12FA7BEEFF0","D4471","2026-04-02",49900,60,"Subprime","Booked"
"APP-62C6392C2FAA","D4471","2026-04-02",40000,72,"Subprime","Declined"
"APP-B05D56A4D99A","D4471","2026-04-02",38700,72,"Prime","Approved"
"APP-88D92C9C31A2","D4471","2026-04-02",56200,84,"Prime","Booked"
"APP-0E98C89BDAB5","D4471","2026-04-02",43300,72,"Prime","Booked"
"APP-EF4C9470A1A8","D4471","2026-04-02",44700,48,"Near_Prime","Booked"
"APP-622210ED0B04","D4471","2026-04-02",36500,84,"Prime","Declined"
"APP-C26F372B7B56","D4471","2026-04-02",41800,60,"Prime","Booked"
"APP-90B67172B4D9","D4471","2026-04-03",39400,72,"Prime","Approved"
"APP-AA49F955CF20","D4471","2026-04-03",34500,72,"Prime","Booked"
"APP-42D7658A91A0","D4471","2026-04-03",41000,60,"Near_Prime","Declined"
"APP-0B18EC111017","D4471","2026-04-03",34700,60,"Prime","Approved"
"APP-3F52BE646B24","D4471","2026-04-03",41600,84,"Prime","Booked"
"APP-3E6404F853BC","D4471","2026-04-03",48100,84,"Prime","Approved"
"APP-B6C5A1D1CA52","D4471","2026-04-03",49000,72,"Near_Prime","Booked"
"APP-B22F0D963148","D4471","2026-04-03",45300,72,"Prime","Booked"
"APP-F900660BC7F5","D4471","2026-04-03",51500,72,"Prime","Approved"
"APP-B929FFEF66C0","D4471","2026-04-03",50200,84,"Prime","Booked"
"APP-9C860D3FDBE4","D4471","2026-04-03",44400,84,"Prime","Booked"
"APP-07EAC9EDFE92","D4471","2026-04-04",36200,60,"Subprime","Booked"
"APP-E368C422FA9D","D4471","2026-04-04",51600,84,"Prime","Booked"
"APP-32F3856CBE2B","D4471","2026-04-04",44300,84,"Prime","Declined"
"APP-B31CC066BBFA","D4471","2026-04-04",39400,72,"Prime","Booked"
"APP-A2CAA711D416","D4471","2026-04-04",34900,72,"Subprime","Approved"
"APP-E3E969A82851","D4471","2026-04-05",45600,84,"Subprime","Approved"
"APP-1AAAD24797CD","D4471","2026-04-05",38100,72,"Prime","Approved"
"APP-AC8C89180E1D","D4471","2026-04-05",36600,72,"Near_Prime","Booked"
"APP-7E62B9BEA9BF","D4471","2026-04-05",25000,84,"Prime","Booked"
"APP-B164E85C5C4B","D4471","2026-04-05",39600,72,"Subprime","Approved"
"APP-36B075A38844","D4471","2026-04-05",42000,72,"Prime","Booked"
"APP-50741A20810D","D4471","2026-04-06",50400,72,"Prime","Booked"
"APP-5D252B20D518","D4471","2026-04-06",35200,60,"Prime","Declined"
"APP-C84EE2236580","D4471","2026-04-06",31800,60,"Subprime","Declined"
"APP-7FFA0987CF06","D4471","2026-04-06",45100,72,"Prime","Declined"
"APP-D54AF7E1DAF7","D4471","2026-04-06",38300,84,"Near_Prime","Declined"
"APP-638CE27E531A","D4471","2026-04-06",42300,72,"Prime","Booked"
"APP-3C9536C9EF4E","D4471","2026-04-06",40900,60,"Prime","Approved"
"APP-35E551D84E9A","D4471","2026-04-06",47700,72,"Prime","Approved"
"APP-3C50EF149CBC","D4471","2026-04-07",46400,60,"Near_Prime","Approved"
"APP-3B06FA257A01","D4471","2026-04-07",34700,72,"Prime","Approved"
"APP-3345FEC14E11","D4471","2026-04-07",50800,84,"Prime","Declined"
"APP-7EBCBBC126CD","D4471","2026-04-07",51200,72,"Prime","Booked"
"APP-9F4A603EC84A","D4471","2026-04-07",45300,60,"Prime","Approved"
"APP-9E973F1FFCBC","D4471","2026-04-07",46700,72,"Near_Prime","Declined"
"APP-D79AF8573D9B","D4471","2026-04-07",53300,84,"Prime","Declined"
"APP-7EABCD3C2C62","D4471","2026-04-07",49400,84,"Near_Prime","Booked"
"APP-46C1ABBCC323","D4471","2026-04-07",36600,84,"Prime","Booked"
"APP-694FF8460540","D4471","2026-04-07",53900,84,"Near_Prime","Approved"
"APP-A664E19BEA53","D4471","2026-04-08",45500,72,"Prime","Declined"
"APP-AD14D8716DAC","D4471","2026-04-08",47300,72,"Near_Prime","Approved"
"APP-2FDABFDF3F73","D4471","2026-04-08",42300,84,"Prime","Declined"
"APP-EFE40A2FFC3E","D4471","2026-04-08",45700,84,"Prime","Booked"
"APP-E60F8F1B5194","D4471","2026-04-08",42800,72,"Prime","Booked"
"APP-62969510333B","D4471","2026-04-08",45900,72,"Near_Prime","Declined"
"APP-1C2C1454498C","D4471","2026-04-08",44400,84,"Prime","Booked"
"APP-C76D955155E7","D4471","2026-04-08",48200,60,"Prime","Declined"
"APP-A32C0001E292","D4471","2026-04-08",54900,84,"Prime","Booked"
"APP-407746C0412F","D4471","2026-04-08",54100,84,"Prime","Booked"
"APP-29544CC7F88F","D4471","2026-04-09",34200,72,"Subprime","Booked"
"APP-42F24ECE18B9","D4471","2026-04-09",42600,60,"Subprime","Booked"
"APP-30006359947D","D4471","2026-04-09",45800,72,"Prime","Declined"
"APP-E66398C5370E","D4471","2026-04-09",44400,84,"Prime","Booked"
"APP-4F1015A4FB93","D4471","2026-04-09",30600,72,"Prime","Declined"
"APP-32F58AB9EF8A","D4471","2026-04-09",47400,60,"Prime","Approved"
"APP-5A7A2BB4B2D3","D4471","2026-04-09",39700,60,"Subprime","Declined"
"APP-02C51CFB57A6","D4471","2026-04-09",31600,48,"Prime","Booked"
"APP-EA83430A8C01","D4471","2026-04-09",49100,60,"Prime","Approved"
"APP-5E9FE88A67B9","D4471","2026-04-09",43800,84,"Prime","Booked"
"APP-C2E7DBAF9846","D4471","2026-04-10",55000,72,"Prime","Declined"
"APP-89BAAC9572C7","D4471","2026-04-10",49300,84,"Prime","Declined"
"APP-89292DA544CC","D4471","2026-04-10",38600,60,"Near_Prime","Declined"
"APP-398D91197713","D4471","2026-04-10",33800,60,"Prime","Booked"
"APP-E4A16AD20A43","D4471","2026-04-10",62200,72,"Prime","Booked"
"APP-C008EDE25C07","D4471","2026-04-10",53100,84,"Subprime","Booked"
"APP-EE22D27478F6","D4471","2026-04-10",42700,84,"Prime","Declined"
"APP-A5981D24E0C2","D4471","2026-04-10",42100,72,"Prime","Declined"
"APP-619178B69998","D4471","2026-04-11",25300,72,"Subprime","Approved"
"APP-3D8559A5C879","D4471","2026-04-11",52000,60,"Near_Prime","Booked"
"APP-8A1FF56FBF93","D4471","2026-04-11",43500,72,"Prime","Approved"
"APP-A412E684AE32","D4471","2026-04-11",36900,72,"Subprime","Approved"
"APP-FE8A6C08C174","D4471","2026-04-11",53100,84,"Prime","Booked"
"APP-4A8BCF553BF2","D4471","2026-04-11",49600,60,"Prime","Approved"
"APP-9ED0845E8209","D4471","2026-04-12",47100,72,"Prime","Booked"
"APP-861833585CE1","D4471","2026-04-12",45500,60,"Prime","Declined"
"APP-00B79A9ECF85","D4471","2026-04-12",39200,60,"Subprime","Declined"
"APP-F356E5D1A207","D4471","2026-04-12",38700,72,"Subprime","Booked"
"APP-2B9AEF629485","D4471","2026-04-12",43500,84,"Near_Prime","Declined"
"APP-F7F54D14E1F6","D4471","2026-04-13",37400,60,"Prime","Booked"
"APP-35C241FC0F7B","D4471","2026-04-13",38400,72,"Near_Prime","Approved"
"APP-B2B2C87E52D9","D4471","2026-04-13",41300,48,"Prime","Declined"
"APP-0ED4FA8A282F","D4471","2026-04-13",42400,84,"Prime","Declined"
"APP-5A4046A65997","D4471","2026-04-13",36200,60,"Subprime","Approved"
"APP-6CECBE6BB871","D4471","2026-04-13",47600,84,"Prime","Approved"
"APP-05074190E381","D4471","2026-04-13",54000,84,"Prime","Declined"
"APP-CCB718B1F611","D4471","2026-04-13",54600,84,"Near_Prime","Declined"
"APP-F4840951D362","D4471","2026-04-13",35200,60,"Prime","Booked"
"APP-61A0FF764FE0","D4471","2026-04-13",45800,84,"Prime","Approved"
"APP-05D49E29231F","D4471","2026-04-14",41100,48,"Prime","Declined"
"APP-8389D2BD05D2","D4471","2026-04-14",40600,48,"Prime","Declined"
"APP-FD6FCF569020","D4471","2026-04-14",40100,72,"Subprime","Approved"
"APP-FB8F87FB1374","D4471","2026-04-14",39700,84,"Prime","Booked"
"APP-F285F1214452","D4471","2026-04-14",44700,48,"Prime","Booked"
"APP-56D7B39032D9","D4471","2026-04-14",48800,72,"Prime","Booked"
"APP-C7823AFC8C0E","D4471","2026-04-14",34300,72,"Subprime","Approved"
"APP-FFF9989DC222","D4471","2026-04-15",38100,84,"Prime","Declined"
"APP-48AFFC302507","D4471","2026-04-15",46400,84,"Prime","Booked"
"APP-465C85544BFF","D4471","2026-04-15",44100,84,"Near_Prime","Booked"
"APP-43D677C75587","D4471","2026-04-15",47600,84,"Prime","Declined"
"APP-80016190CB85","D4471","2026-04-15",49800,72,"Prime","Approved"
"APP-976FFB23E0DC","D4471","2026-04-15",33900,72,"Subprime","Booked"
"APP-2E34B6D55A84","D4471","2026-04-15",32300,60,"Prime","Booked"
"APP-FD31B70B60A8","D4471","2026-04-15",50200,72,"Prime","Booked"
"APP-875AB8CB7840","D4471","2026-04-15",48900,72,"Subprime","Declined"
"APP-95F41FE20012","D4471","2026-04-15",31100,72,"Subprime","Booked"
"APP-556DD50388E2","D4471","2026-04-15",48600,72,"Prime","Declined"
"APP-7B0735C39F89","D4471","2026-04-16",39900,60,"Prime","Declined"
"APP-BB1DE8E4FB64","D4471","2026-04-16",51400,72,"Prime","Declined"
